name,status,family1,family2,family3
Talondo',definitely endangered,Austronesian,Malayo-Polynesian,South Sulawesi
Tasomi-Tata,definitely endangered,Narrow Talodi,Buram-Saraf,Nding-Tasomi
Filomena Mata Totonac,safe,Totonacan,Totonac,Central Totonacan
Muak,vulnerable,Austroasiatic,Khasi-Palaung,Palaungic
Talise,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tambotalo,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Teluti,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tulehu,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Taliabu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Khehek,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
North-Central Talysh,safe,Indo-European,Indo-Iranian,Iranian
Tama (Chad),safe,Tamaic,Tama-Sungor-Miisiirii,Tama-Sungor
Avava,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tumak,safe,Afro-Asiatic,Chadic,East Chadic
Haruai,definitely endangered,Piawi,-,-
Tremembé,extinct,Unattested,-,-
Toba-Maskoy,definitely endangered,Lengua-Mascoy,-,-
Ternateño,extinct,Indo-European,Italic,Latino-Faliscan
Tutuba,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Samarokena,vulnerable,Greater Kwerba,Kwerba-Samarokena,Samarokena-Airoran
Tamnim Citak,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Asmat-Kamoro
Tai Thanh,safe,Tai-Kadai,Kam-Tai,Be-Tai
Taman (Indonesia),safe,Austronesian,Malayo-Polynesian,South Sulawesi
Temoq,definitely endangered,Austroasiatic,Aslian,South Aslian
Tai Mène,safe,Tai-Kadai,Kam-Tai,Be-Tai
Tumleo,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Jewish Babylonian Aramaic (ca. 200-1200 CE),extinct,Afro-Asiatic,Semitic,West Semitic
Tima,definitely endangered,Katla-Tima,-,-
Tasmate,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Iau,safe,Lakes Plain,Tariku,Central Tariku
Motembo-Kunda-Buja,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Temuan,definitely endangered,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Tami,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tamanaku,extinct,Cariban,Venezuelan Cariban,Mapoyo-Tamanaku
Tacana,definitely endangered,Pano-Tacanan,Tacanan,Takanik-Chamik
Western Tunebo,definitely endangered,Chibchan,Core Chibchan,Magdalenic
Tanimuca-Retuarã,definitely endangered,Tucanoan,Eastern Tucanoan,South Eastern Tucanoan
Angosturas Tunebo,definitely endangered,Chibchan,Core Chibchan,Magdalenic
Tinoc Kallahan,safe,Austronesian,Malayo-Polynesian,Northern Luzon
Tobanga,safe,Afro-Asiatic,Chadic,East Chadic
Maiani,safe,Nuclear Trans New Guinea,Madang,Croisilles
Tandia,critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kwamera,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Lenakel,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tabla,severely endangered,Sentanic,Nuclear Sentanic,-
North Tanna,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Toromono,extinct,Pano-Tacanan,Tacanan,Takanik-Chamik
Whitesands,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Taino,extinct,Arawakan,Northern Maipuran,Caribbean Arawakan
Bedik,definitely endangered,Atlantic-Congo,North-Central Atlantic,North Atlantic
Tenis,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tontemboan,vulnerable,Austronesian,Malayo-Polynesian,Minahasan
Tay Khang,definitely endangered,Tai-Kadai,Kam-Tai,Be-Tai
Tangchangya,safe,Indo-European,Indo-Iranian,Indo-Aryan
Tonsawang,vulnerable,Austronesian,Malayo-Polynesian,Minahasan
Tanema,critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tongwe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Maniq,definitely endangered,Austroasiatic,Aslian,Central-Northern Aslian
Toba,vulnerable,Guaicuruan,Guaicuru del Sur,Qom
Coyutla Totonac,safe,Totonacan,Totonac,Central Totonacan
Toma,safe,Mande,Western Mande,Manding-Kpelle
Gizrra,definitely endangered,Eastern Trans-Fly,-,-
Tonga (Nyasa),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Gitonga,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tonga (Zambia),safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tojolabal,definitely endangered,Mayan,Core Mayan,Western Mayan
Tolowa-Chetco,extinct,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Tombulu,definitely endangered,Austronesian,Malayo-Polynesian,Minahasan
Tonga (Tonga Islands),safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Xicotepec De Juárez Totonac,safe,Totonacan,Totonac,Central Totonacan
Papantla Totonac,safe,Totonacan,Totonac,Central Totonacan
Toposa,safe,Nilotic,Eastern Nilotic,Teso-Lotuxo-Maa
Togbo-Vara Banda,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Highland Totonac,safe,Totonacan,Totonac,Central Totonacan
Tho,safe,Austroasiatic,Vietic,Cuoi
Upper Taromi,definitely endangered,Indo-European,Indo-Iranian,Iranian
Towa,definitely endangered,Kiowa-Tanoan,-,-
Tobian,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Topoiyo,severely endangered,Austronesian,Malayo-Polynesian,Celebic
To,extinct,Atlantic-Congo,Volta-Congo,North Volta-Congo
Taupota,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Azoyú Me'phaa,safe,Otomanguean,Western Otomanguean,Tlapanec-Manguean
Tippera,safe,Sino-Tibetan,Brahmaputran,Bodo-Garo
Tarpia,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kula (Indonesia),vulnerable,Timor-Alor-Pantar,Alor-Pantar,Alor
Tok Pisin,safe,Indo-European,Germanic,Northwest Germanic
Tapieté,definitely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Tupinikin,extinct,Tupian,Maweti-Guarani,Aweti-Guarani
Tlacoapa Me'phaa,safe,Otomanguean,Western Otomanguean,Tlapanec-Manguean
Tampulma,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Tai Pao,safe,Tai-Kadai,Kam-Tai,Be-Tai
Pisaflores Tepehua,definitely endangered,Totonacan,Tepehua,-
Tukpa,definitely endangered,Sino-Tibetan,Bodic,Bodish
Tuparí,definitely endangered,Tupian,Tuparic,Nuclear Tuparic
Tlachichilco Tepehua,definitely endangered,Totonacan,Tepehua,-
Tampuan,severely endangered,Austroasiatic,Bahnaric,-
Tanapag,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Acatepec Me'phaa,safe,Otomanguean,Western Otomanguean,Tlapanec-Manguean
Trumai,critically endangered,Unknown,-,-
Tinputz,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tenetehara,severely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Lehali,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Turumsa,critically endangered,Doso-Turumsa,-,-
Tenino,critically endangered,Sahaptian,Sahaptin,Southern Sahaptin
Toaripi,safe,Eleman,Eastern Eleman,-
Tomoip,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tunni,vulnerable,Afro-Asiatic,Cushitic,East Cushitic
Torona,extinct,Narrow Talodi,Lumun-Torona,-
Western Totonac,safe,Totonacan,Totonac,Central Totonacan
Touo,definitely endangered,Unknown,-,-
Tonkawa,extinct,Unknown,-,-
Tirahi,extinct,Indo-European,Indo-Iranian,Indo-Aryan
Terebu,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Copala Triqui,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Turi,definitely endangered,Austroasiatic,Mundaic,North Munda
East Tarangan,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Trinidadian Creole English,safe,Indo-European,Germanic,Northwest Germanic
Lishán Didán,definitely endangered,Afro-Asiatic,Semitic,West Semitic
Turaka,severely endangered,Dagan,-,-
Trió,definitely endangered,Cariban,Guianan,Taranoan
Toram,definitely endangered,Afro-Asiatic,Chadic,East Chadic
Traveller Scottish,safe,Unclassifiable,-,-
Tregami,definitely endangered,Indo-European,Indo-Iranian,Nuristani
Trinitario,definitely endangered,Arawakan,Southern Maipuran,Bolivia-Parana
Tarao,definitely endangered,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
Kok Borok,vulnerable,Sino-Tibetan,Brahmaputran,Bodo-Garo
San Martín Itunyoso Triqui,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Taushiro,critically endangered,Unknown,-,-
Chicahuaxtla Triqui,vulnerable,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
Tunggare,vulnerable,Geelvink Bay,Burate-Wate,-
Turoyo,vulnerable,Afro-Asiatic,Semitic,West Semitic
Seediq,critically endangered,Austronesian,Atayalic,-
Torwali,vulnerable,Indo-European,Indo-Iranian,Indo-Aryan
Tringgus-Sembaan Bidayuh,vulnerable,Austronesian,Malayo-Polynesian,Land Dayak
Turung,extinct,Tai-Kadai,Kam-Tai,Be-Tai
Torá,extinct,Chapacuran,Moreic-Waric,Moreic-Tora
Tsaangi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tsamai,definitely endangered,Afro-Asiatic,Cushitic,East Cushitic
Tswa,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tsakonian,severely endangered,Indo-European,Graeco-Phrygian,Greek
Tunisian Sign Language,safe,Sign Language,Deaf Sign Language,LSFic
Tausug,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Tsuvan,safe,Afro-Asiatic,Chadic,Biu-Mandara
Southern-Coastal Tsimshian,critically endangered,Tsimshian,-,-
Tshangla,vulnerable,Sino-Tibetan,Bodic,Bodish
Tseku,safe,Sino-Tibetan,Bodic,Bodish
Ts'ün-Lao,safe,Tai-Kadai,Kam-Tai,Be-Tai
Turkish Sign Language,safe,Sign Language,Deaf Sign Language,-
Tswana,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tsonga,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Northern Toussian,vulnerable,Atlantic-Congo,Volta-Congo,North Volta-Congo
Thai Sign Language,safe,Sign Language,Deaf Sign Language,CSLic
Akei,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Taiwan Sign Language,vulnerable,Sign Language,Deaf Sign Language,JSLic
Tondi Songway Kiini,definitely endangered,Songhay,Eastern Songhay,-
Tsou,definitely endangered,Austronesian,Tsouic,-
Tsogo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Salka-Tsishingini,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Mubami,safe,Anim,Inland Gulf of Papua,West Inland Gulf of Papua
Purepecha,definitely endangered,Tarascan,-,-
Gaa,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tektiteko,definitely endangered,Mayan,Core Mayan,Quichean-Mamean
Tauade,safe,Goilalan,-,-
Bwanabwana,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tuotomb,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tutong,vulnerable,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Upper Ta'oih,safe,Austroasiatic,Katuic,Ta'oihic
Tobati,severely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tooro,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Totoro,extinct,Barbacoan,Coconucan,-
Totela,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Northern Tutchone,severely endangered,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Towei,definitely endangered,Pauwasi,Western Pauwasi,-
Lower Ta'oih,safe,Austroasiatic,Katuic,Ta'oihic
Tombelala,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Tawallammat Tamajaq,safe,Afro-Asiatic,Berber,Tuareg
Tera,safe,Afro-Asiatic,Chadic,Biu-Mandara
Northeastern Thai,safe,Tai-Kadai,Kam-Tai,Be-Tai
Muslim Tat,severely endangered,Indo-European,Indo-Iranian,Iranian
Torau,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Titan,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Western Lowland Kenyah,definitely endangered,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Sikaritai,safe,Lakes Plain,Tariku,East Tariku
Tsum,definitely endangered,Sino-Tibetan,Bodic,Bodish
Wiarumus,severely endangered,Nuclear Torricelli,Marienberg,Mandi-Muniwara
Tübatulabal,critically endangered,Uto-Aztecan,Northern Uto-Aztecan,Californian Uto-Aztecan
Mutu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tuxá,extinct,Unknown,-,-
Tuyuca,definitely endangered,Tucanoan,Eastern Tucanoan,Eastern Eastern Tucanoan
Central Tunebo,definitely endangered,Chibchan,Core Chibchan,Magdalenic
Tunia,definitely endangered,Atlantic-Congo,Volta-Congo,North Volta-Congo
Taulil,definitely endangered,Taulil-Butam,-,-
Tupuri,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Tugutil,safe,North Halmahera,Northern North Halmahera,Mainland North Halmaheran
Turkmen,definitely endangered,Turkic,Common Turkic,Oghuz
Tula,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Tumbuka,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tunica,extinct,Unknown,-,-
Tucano,vulnerable,Tucanoan,Eastern Tucanoan,Eastern Eastern Tucanoan
Tedaga,vulnerable,Saharan,Western Saharan,Tebu
Turkish,safe,Turkic,Common Turkic,Oghuz
Tuscarora,critically endangered,Iroquoian,Northern Iroquoian,Tuscarora-Nottoway
Tututni,extinct,Athabaskan-Eyak-Tlingit,Athabaskan-Eyak,Athabaskan
Turkana,safe,Nilotic,Eastern Nilotic,Teso-Lotuxo-Maa
Tuxináwa,extinct,Pano-Tacanan,Panoan,Mainline Pano
Tugen,safe,Nilotic,Southern Nilotic,Kalenjin
Turka,safe,Atlantic-Congo,Volta-Congo,North Volta-Congo
Vaghua,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tsuvadi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Te'un,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Southeast Ambrym,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tuvalu,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tela-Masbuar,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tavoyan,safe,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Tidore,safe,North Halmahera,Northern North Halmahera,Ternatean
Taveta,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tutsa Naga,safe,Sino-Tibetan,Brahmaputran,Konyak
Tunen,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Sedoa,safe,Austronesian,Malayo-Polynesian,Celebic
Timor Pidgin,extinct,Indo-European,Italic,Latino-Faliscan
Twana,extinct,Salishan,Central Salish,-
Western Tawbuid,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Twents,vulnerable,Indo-European,Germanic,Northwest Germanic
Teiwa,definitely endangered,Timor-Alor-Pantar,Alor-Pantar,Teiwa-Sar
Taos Northern Tiwa,definitely endangered,Kiowa-Tanoan,Tiwa-Piro,Tiwa
Tereweng,safe,Timor-Alor-Pantar,Alor-Pantar,Alor
Tai Dón,safe,Tai-Kadai,Kam-Tai,Be-Tai
Tawara,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Cambap-Langa,severely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tswapong,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Ere,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tasawaq,definitely endangered,Songhay,Northwest Songhay,Northern Songhay
Southwestern Tarahumara,vulnerable,Uto-Aztecan,Southern Uto-Aztecan,Tarahumara-Guarijio
Turiwára,extinct,Tupian,Maweti-Guarani,Aweti-Guarani
Termanu,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tuwari,severely endangered,Walioic,-,-
Tewe,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tawoyan,safe,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Tombonuo,vulnerable,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Totoli,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Ikpeng,definitely endangered,Cariban,Pekodian,Xinguan
Tomini,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
West Tarangan,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Toto,definitely endangered,Sino-Tibetan,Dhimalish,-
Tii,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tonsea,vulnerable,Austronesian,Malayo-Polynesian,Minahasan
Citak,safe,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Asmat-Kamoro
Kayapó,definitely endangered,Nuclear-Macro-Je,Je,Je Setentrional
Tatana,vulnerable,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Tanosy Malagasy,safe,Austronesian,Malayo-Polynesian,Basap-Greater Barito
Tauya,safe,Nuclear Trans New Guinea,Madang,Rai Coast
Kyenga,safe,Mande,Eastern Mande,Bisa-Busa
O'du,severely endangered,Austroasiatic,Khmuic,Phay-Pram
Teke-Tsaayi,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Tai Do-Mene-Yo,safe,Tai-Kadai,Kam-Tai,Be-Tai
Kombai,vulnerable,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Thaypan,extinct,Pama-Nyungan,Paman,Alaya-Athima
Tai Daeng,definitely endangered,Tai-Kadai,Kam-Tai,Be-Tai
Tày Sa Pa,safe,Tai-Kadai,Kam-Tai,Be-Tai
Tày Tac,safe,Tai-Kadai,Kam-Tai,Be-Tai
Kua,definitely endangered,Khoe-Kwadi,Khoe,Non-Khoekhoe
Tuvinian,safe,Turkic,Common Turkic,Central Siberian Turkic
Teke-Tyee,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Tày,vulnerable,Tai-Kadai,Kam-Tai,Be-Tai
Tanzanian Sign Language,safe,Sign Language,Deaf Sign Language,-
Tzeltal,safe,Mayan,Core Mayan,Western Mayan
Tz'utujil,vulnerable,Mayan,Core Mayan,Quichean-Mamean
Central Moroccan Berber,safe,Afro-Asiatic,Berber,Kabyle-Atlas Berber
Tugun,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Tzotzil,safe,Mayan,Core Mayan,Western Mayan
Tabriak,definitely endangered,Lower Sepik-Ramu,Lower Sepik,Karawarian
Uamué,extinct,Unclassifiable,-,-
Kuan,safe,Tai-Kadai,Kam-Tai,Be-Tai
Tairuma,safe,Eleman,Eastern Eleman,-
Ubang,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ubi,vulnerable,Afro-Asiatic,Chadic,East Chadic
Buhi,safe,Austronesian,Malayo-Polynesian,Greater Central Philippine
Ubir,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Umbu-Ungu,safe,Nuclear Trans New Guinea,Chimbu-Wahgi,Hagen
Ubykh,extinct,Abkhaz-Adyge,-,-
Uda,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Udihe,critically endangered,Tungusic,Central Tungusic,Central-Eastern Tungusic
Udi,definitely endangered,Nakh-Daghestanian,Daghestanian,Lezgic
Ujir,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Wuzlam,safe,Afro-Asiatic,Chadic,Biu-Mandara
Udmurt,definitely endangered,Uralic,Permian,-
Uduk,safe,Koman,Opuuo-Twampa-Komo,Twampa-Komo
Kioko,vulnerable,Austronesian,Malayo-Polynesian,Celebic
Ufim,safe,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Kuku-Ugbanh,critically endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Ughele,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Ugandan Sign Language,safe,Sign Language,Deaf Sign Language,LSFic
Ugong,critically endangered,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
Uruguayan Sign Language,definitely endangered,Sign Language,Deaf Sign Language,Chile-Paraguay-Uruguay Sign
Uhami,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Damal,definitely endangered,Unknown,-,-
Uighur,critically endangered,Turkic,Common Turkic,Turkestan Turkic
Uisai,definitely endangered,South Bougainville,Buin,-
Iyive,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Tanjijili,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Kaburi,vulnerable,South Bird's Head Family,-,-
Ukuriguma,definitely endangered,Nuclear Trans New Guinea,Madang,Croisilles
Ukhwejo,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Ukrainian Sign Language,safe,Sign Language,Deaf Sign Language,Russian Sign
Ukpe-Bayobiri,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ukwa,definitely endangered,Atlantic-Congo,Volta-Congo,Benue-Congo
Ukrainian,vulnerable,Indo-European,Balto-Slavic,Slavic
Urubú-Kaapor Sign Language,critically endangered,Sign Language,Village Sign Language,-
Ukue,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ukwuani-Aboh-Ndoni,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Fungwa,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ulukwumi,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ulch,critically endangered,Tungusic,Central Tungusic,Central-Western Tungusic
Usku,definitely endangered,Unknown,-,-
Ulithian,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Meriam,definitely endangered,Eastern Trans-Fly,-,-
Ullatan,extinct,Dravidian,South Dravidian,South Dravidian I
Ulumanda',safe,Austronesian,Malayo-Polynesian,South Sulawesi
Unserdeutsch,critically endangered,Indo-European,Germanic,Northwest Germanic
Uma' Lung,definitely endangered,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Ulwa,definitely endangered,Misumalpan,Sumalpan,Sumuic
Umatilla,critically endangered,Sahaptian,Sahaptin,Southern Sahaptin
Umbundu,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Umbindhamu,critically endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Umbuygamu,critically endangered,Pama-Nyungan,Paman,Lamalamic
Ukit,definitely endangered,Austronesian,Malayo-Polynesian,North Borneo Malayo-Polynesian
Umon,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Umotína,extinct,Bororoan,-,-
Umpila,critically endangered,Pama-Nyungan,Paman,Compromise Middle Pama
Umbugarla,extinct,Unknown,-,-
Pendau,definitely endangered,Austronesian,Malayo-Polynesian,Celebic
Munsee,critically endangered,Algic,Algonquian,Eastern Algonquian
North Watut,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Uneme,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Ngarinyin,critically endangered,Worrorran,-,-
Enawené-Nawé,definitely endangered,Arawakan,Central Maipuran,Paresi-Saraveka-Saluma
Unami,extinct,Algic,Algonquian,Eastern Algonquian
Mundari,safe,Austroasiatic,Mundaic,North Munda
Unde Kaili,safe,Austronesian,Malayo-Polynesian,Celebic
Umeda,safe,Border,Warisic,Nuclear Warisic
Uripiv-Wala-Rano-Atchin,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Urarina,definitely endangered,Unknown,-,-
Urubú-Kaapor,definitely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Urningangg,severely endangered,Giimbiyu,Urninganggic,-
Urdu,safe,Indo-European,Indo-Iranian,Indo-Aryan
Uru,extinct,Uru-Chipaya,-,-
Urigina,safe,Nuclear Trans New Guinea,Madang,Rai Coast
Urhobo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Urim,definitely endangered,Nuclear Torricelli,-,-
Urak Lawoi',definitely endangered,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
Urali of Idukki,extinct,Dravidian,South Dravidian,South Dravidian I
Urapmin,definitely endangered,Nuclear Trans New Guinea,Asmat-Awyu-Ok,Awyu-Ok
Uruangnirin,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Ura (Papua New Guinea),definitely endangered,Baining,-,-
Uru-Pa-In,vulnerable,Unclassifiable,-,-
Lehalurup,definitely endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Urat,definitely endangered,Nuclear Torricelli,Kombio-Arapesh-Urat,-
Urumi,extinct,Tupian,Purubora-Ramarama,Ramarama
Uruava,extinct,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Sop,safe,Nuclear Trans New Guinea,Madang,Rai Coast
Urimo,definitely endangered,Nuclear Torricelli,Marienberg,Elepi-Kamasau-Marienberg
Orya,vulnerable,Tor-Orya,-,-
Uru-Eu-Wau-Wau,definitely endangered,Tupian,Maweti-Guarani,Aweti-Guarani
Usarufa,vulnerable,Nuclear Trans New Guinea,Kainantu-Goroka,Kainantu
Ushojo,definitely endangered,Indo-European,Indo-Iranian,Indo-Aryan
Usui,safe,Sino-Tibetan,Brahmaputran,Bodo-Garo
Usaghade,vulnerable,Atlantic-Congo,Volta-Congo,Benue-Congo
Uspanteco,definitely endangered,Mayan,Core Mayan,Quichean-Mamean
Uya,definitely endangered,Nuclear Trans New Guinea,Madang,Rai Coast
Otank,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Ute-Southern Paiute,definitely endangered,Uto-Aztecan,Northern Uto-Aztecan,Numic
Amba (Solomon Islands),safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Etulo,safe,Atlantic-Congo,Volta-Congo,Benue-Congo
Utu,safe,Nuclear Trans New Guinea,Madang,Croisilles
Urum,definitely endangered,Turkic,Common Turkic,Kipchak
Kulon-Pazeh,critically endangered,Austronesian,Northwest Formosan,-
Ura (Vanuatu),critically endangered,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
U,definitely endangered,Austroasiatic,Khasi-Palaung,Palaungic
West Uvean,vulnerable,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Uri,safe,Nuclear Trans New Guinea,Finisterre-Huon,Finisterre-Saruwaged
Lote,safe,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
Kuku-Uwanh,severely endangered,Pama-Nyungan,Paman,Compromise Middle Pama
